,cut_date,minute,shots_off_target_1,shots_off_target_2,blocked_shots_1,blocked_shots_2,bi_ chances_1,bi_ chances_2,big_chances_missed_1,big_chances_missed_2,hit_woodwork_1,hit_woodwork_2,counter_attacks_1,counter_attacks_2,counter_attack_shots_1,counter_attack_shots_2,counter_attack_goals_1,counter_attack_goals_2,shots_inside_box_1,shots_inside_box_2,shots_outside_box_1,shots_outside_box_2,goalkeeper_saves_1,goalkeeper_saves_2,goals_prevented_1,goals_prevented_2,accurate_passes_1,accurate_passes_2,long_balls_1,long_balls_2,Crosses_1,Crosses_2,Dribbles_1,Dribbles_2,Possession_lost_1,Possession_lost_2,Duels_won_1,Duels_won_2,Aerials_won_1,Aerials_won_2,Clearances_1,Clearances_2
7672,2024-02-05 14:01:27,nan,6.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,,,0.0,2.0,0.0,2.0,,,8.0,5.0,11.0,5.0,3.0,7.0,,,465.0,207.0,45|73,17|66,7|31,1|4,15|27,2|8,151.0,120.0,60.0,38.0,18.0,12.0,3.0,28.0
7682,2024-02-05 14:01:46,nan,3.0,4.0,3.0,1.0,3.0,6.0,1.0,4.0,0.0,1.0,,,,,,,6.0,10.0,4.0,0.0,3.0,1.0,-0.19,-1.14,277.0,243.0,32|72,16|44,3|16,8|17,7|13,3|7,121.0,109.0,52.0,42.0,14.0,19.0,15.0,12.0
7701,2024-02-05 14:02:26,nan,4.0,2.0,3.0,5.0,1.0,2.0,,,1.0,0.0,3.0,0.0,3.0,0.0,,,7.0,5.0,4.0,7.0,3.0,2.0,,,242.0,388.0,26|57,30|62,6|17,4|21,8|17,3|14,122.0,148.0,52.0,50.0,11.0,10.0,31.0,9.0
7702,2024-02-05 14:02:28,nan,13.0,5.0,7.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,12.0,4.0,13.0,2.0,0.0,5.0,,,413.0,221.0,33|56,21|68,11|35,3|15,6|12,6|12,120.0,142.0,53.0,35.0,22.0,12.0,10.0,22.0
7703,2024-02-05 14:02:30,nan,4.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,,,,,,,3.0,6.0,4.0,3.0,2.0,1.0,,,508.0,219.0,42|69,24|78,4|21,2|9,2|8,5|13,151.0,144.0,50.0,54.0,23.0,19.0,7.0,21.0
7704,2024-02-05 14:02:32,nan,8.0,3.0,2.0,0.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,,,6.0,5.0,7.0,3.0,5.0,2.0,,,385.0,307.0,49|84,38|74,5|17,2|16,7|13,5|12,146.0,130.0,53.0,38.0,20.0,10.0,12.0,22.0
7705,2024-02-05 14:02:34,nan,2.0,9.0,5.0,10.0,1.0,0.0,,,,,,,,,,,6.0,12.0,4.0,7.0,0.0,1.0,,,246.0,452.0,29|74,34|52,0|7,13|45,14|23,6|8,149.0,150.0,58.0,45.0,22.0,9.0,24.0,6.0
7709,2024-02-05 14:02:42,nan,1.0,12.0,1.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,14.0,1.0,9.0,6.0,1.0,0.63,-0.73,134.0,431.0,34|63,20|40,1|5,6|31,6|14,12|14,110.0,122.0,52.0,72.0,23.0,27.0,36.0,5.0
7710,2024-02-05 14:02:44,nan,8.0,6.0,2.0,1.0,4.0,0.0,,,,,2.0,0.0,1.0,0.0,1.0,0.0,10.0,3.0,7.0,5.0,0.0,3.0,-0.72,-0.72,431.0,272.0,20|40,24|47,4|11,4|13,9|12,5|12,97.0,96.0,46.0,38.0,13.0,9.0,5.0,16.0
7717,2024-02-05 14:02:58,nan,6.0,7.0,4.0,1.0,3.0,0.0,3.0,0.0,,,1.0,0.0,1.0,0.0,,,11.0,7.0,6.0,5.0,3.0,3.0,0.09,-1.71,675.0,289.0,22|36,12|27,2|8,4|20,15|33,6|10,111.0,122.0,49.0,50.0,4.0,7.0,11.0,7.0
7737,2024-02-05 14:03:37,nan,13.0,5.0,4.0,0.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,0.0,,,13.0,6.0,8.0,2.0,1.0,4.0,-1.21,-0.21,316.0,334.0,31|61,16|45,9|50,1|12,6|11,10|20,147.0,135.0,57.0,47.0,16.0,15.0,9.0,41.0
7740,2024-02-05 14:03:44,nan,7.0,5.0,3.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,,,12.0,8.0,6.0,4.0,3.0,7.0,,,360.0,372.0,29|59,19|45,5|17,3|10,13|23,9|18,129.0,128.0,43.0,53.0,9.0,9.0,11.0,14.0
7741,2024-02-05 14:03:46,nan,10.0,3.0,16.0,4.0,0.0,5.0,0.0,4.0,,,0.0,7.0,0.0,6.0,0.0,2.0,15.0,8.0,13.0,4.0,3.0,2.0,,,488.0,143.0,27|51,32|73,12|39,2|7,12|17,5|7,148.0,120.0,64.0,46.0,20.0,16.0,6.0,33.0
7829,2024-02-05 14:06:48,nan,9.0,4.0,5.0,0.0,5.0,0.0,4.0,0.0,,,,,,,,,16.0,4.0,6.0,3.0,1.0,5.0,-1.24,1.01,605.0,357.0,28|41,17|49,8|19,4|11,18|32,2|10,133.0,123.0,57.0,47.0,14.0,12.0,12.0,17.0
7830,2024-02-05 14:06:50,nan,10.0,1.0,10.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,11.0,3.0,13.0,2.0,2.0,4.0,-0.79,0.46,549.0,254.0,30|52,24|57,5|28,1|6,16|24,10|19,125.0,119.0,46.0,41.0,11.0,10.0,10.0,28.0
7866,2024-02-05 14:07:58,nan,6.0,4.0,1.0,6.0,1.0,5.0,1.0,3.0,,,0.0,2.0,0.0,2.0,,,6.0,12.0,3.0,4.0,3.0,1.0,0.84,-0.54,528.0,380.0,17|33,21|49,5|16,4|11,8|14,10|14,111.0,107.0,35.0,45.0,10.0,8.0,14.0,14.0
7867,2024-02-05 14:08:00,nan,4.0,13.0,0.0,8.0,1.0,5.0,1.0,4.0,0.0,1.0,,,,,,,4.0,20.0,2.0,10.0,7.0,0.0,0.47,-0.64,132.0,685.0,25|48,25|38,2|3,9|35,6|13,9|15,95.0,112.0,24.0,42.0,6.0,12.0,29.0,7.0
7868,2024-02-05 14:08:02,nan,7.0,4.0,5.0,1.0,0.0,1.0,,,,,,,,,,,9.0,7.0,7.0,3.0,4.0,5.0,-0.16,0.32,567.0,187.0,27|44,26|49,7|28,0|8,4|11,14|28,140.0,132.0,55.0,45.0,14.0,9.0,11.0,27.0
7869,2024-02-05 14:08:04,nan,10.0,4.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,,,14.0,5.0,6.0,7.0,3.0,2.0,-0.86,0.08,265.0,252.0,20|59,19|58,5|22,4|16,15|29,14|23,170.0,158.0,63.0,68.0,17.0,20.0,25.0,24.0
7870,2024-02-05 14:08:06,nan,6.0,3.0,2.0,3.0,5.0,0.0,3.0,0.0,,,3.0,0.0,2.0,0.0,1.0,0.0,8.0,5.0,3.0,2.0,1.0,1.0,0.41,-0.31,291.0,478.0,27|54,29|52,6|17,4|13,9|18,12|21,115.0,148.0,53.0,62.0,12.0,15.0,13.0,16.0
7896,2024-02-05 14:08:58,nan,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,,1.0,0.0,1.0,0.0,,,7.0,5.0,5.0,2.0,0.0,5.0,-0.18,-0.29,215.0,375.0,21|56,19|69,4|15,4|15,11|21,10|19,160.0,169.0,79.0,68.0,33.0,25.0,18.0,22.0
7933,2024-02-05 14:10:08,nan,7.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,,,1.0,0.0,1.0,0.0,,,10.0,3.0,3.0,3.0,1.0,1.0,,,288.0,361.0,36|70,33|59,8|17,2|16,10|16,13|21,127.0,143.0,55.0,46.0,16.0,10.0,20.0,12.0
7955,2024-02-05 14:10:51,nan,3.0,5.0,0.0,6.0,4.0,2.0,2.0,1.0,,,2.0,0.0,1.0,0.0,1.0,0.0,7.0,8.0,2.0,10.0,6.0,2.0,0.94,-1.78,255.0,505.0,28|52,15|30,2|8,7|26,7|14,12|27,108.0,135.0,53.0,63.0,13.0,12.0,21.0,11.0
7956,2024-02-05 14:10:53,nan,11.0,3.0,4.0,2.0,1.0,1.0,,,2.0,0.0,1.0,1.0,1.0,1.0,,,14.0,6.0,9.0,3.0,2.0,7.0,-0.25,0.34,508.0,307.0,18|39,14|49,6|13,4|16,10|15,10|21,112.0,123.0,48.0,45.0,9.0,8.0,15.0,19.0
7957,2024-02-05 14:10:55,nan,3.0,4.0,4.0,6.0,4.0,5.0,1.0,2.0,0.0,2.0,,,,,,,10.0,15.0,3.0,6.0,7.0,3.0,-0.53,-0.16,327.0,540.0,32|48,29|41,2|8,5|18,13|22,11|14,96.0,100.0,56.0,47.0,13.0,10.0,22.0,7.0
7958,2024-02-05 14:10:57,nan,7.0,6.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,,,,,,,9.0,4.0,10.0,6.0,1.0,4.0,0.0,-1.26,531.0,323.0,16|40,9|28,5|27,3|12,16|23,5|12,123.0,114.0,48.0,44.0,13.0,9.0,15.0,24.0
7987,2024-02-05 14:11:53,nan,4.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,,,,,,,9.0,1.0,1.0,5.0,0.0,2.0,-1.27,-0.64,362.0,220.0,33|62,15|41,7|19,3|9,12|22,7|18,130.0,136.0,62.0,59.0,13.0,17.0,9.0,10.0
7988,2024-02-05 14:11:55,nan,7.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,8.0,4.0,6.0,6.0,3.0,2.0,0.18,-0.43,461.0,325.0,20|34,31|58,8|26,0|9,14|26,5|11,135.0,115.0,51.0,47.0,13.0,12.0,10.0,28.0
8007,2024-02-05 14:12:31,nan,10.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,,,,,,,,,10.0,6.0,6.0,1.0,0.0,3.0,-0.57,0.04,428.0,191.0,23|51,19|60,4|32,5|9,12|23,4|9,148.0,137.0,54.0,48.0,16.0,18.0,13.0,37.0
8012,2024-02-05 14:12:40,nan,2.0,10.0,2.0,3.0,0.0,2.0,0.0,2.0,,,,,,,,,3.0,6.0,2.0,11.0,2.0,1.0,,,349.0,322.0,30|60,18|49,1|14,8|25,2|15,5|9,134.0,121.0,24.0,51.0,5.0,13.0,22.0,13.0
8013,2024-02-05 14:12:42,nan,3.0,8.0,2.0,2.0,2.0,0.0,,,0.0,1.0,2.0,1.0,2.0,1.0,,,4.0,7.0,5.0,8.0,5.0,1.0,,,146.0,615.0,20|53,27|42,1|9,3|20,6|12,16|27,112.0,144.0,54.0,56.0,20.0,16.0,36.0,9.0
8030,2024-02-05 14:13:16,nan,6.0,12.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,,,12.0,15.0,3.0,8.0,7.0,3.0,,,398.0,248.0,38|61,26|56,8|21,9|19,8|11,6|12,120.0,113.0,42.0,46.0,12.0,23.0,13.0,17.0
8036,2024-02-05 14:13:27,nan,9.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,10.0,3.0,6.0,2.0,2.0,2.0,-0.26,0.5,629.0,231.0,20|36,24|62,8|50,2|10,8|17,10|15,175.0,117.0,39.0,57.0,8.0,21.0,10.0,54.0
8037,2024-02-05 14:13:29,nan,12.0,3.0,8.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,20.0,1.0,5.0,5.0,1.0,3.0,0.01,-0.02,595.0,269.0,29|40,12|33,12|25,2|10,6|18,11|20,109.0,104.0,45.0,41.0,13.0,5.0,5.0,24.0
8038,2024-02-05 14:13:31,nan,10.0,4.0,7.0,1.0,2.0,0.0,2.0,0.0,,,1.0,0.0,1.0,0.0,,,10.0,3.0,11.0,3.0,1.0,4.0,0.04,0.69,440.0,291.0,13|31,18|48,7|27,2|4,23|30,11|19,132.0,121.0,67.0,43.0,13.0,9.0,7.0,29.0
8051,2024-02-05 14:13:57,nan,5.0,3.0,3.0,2.0,4.0,0.0,,,2.0,0.0,,,,,,,10.0,6.0,4.0,3.0,3.0,2.0,-0.96,-0.92,304.0,369.0,23|55,29|65,8|22,0|11,8|19,8|16,155.0,144.0,45.0,60.0,14.0,12.0,14.0,29.0
8053,2024-02-05 14:14:01,nan,8.0,6.0,1.0,3.0,2.0,0.0,,,0.0,1.0,1.0,0.0,1.0,0.0,,,5.0,6.0,6.0,6.0,3.0,0.0,,,198.0,498.0,22|78,18|43,1|17,3|24,3|9,5|8,154.0,164.0,36.0,44.0,9.0,17.0,26.0,19.0
8095,2024-02-05 14:15:26,nan,10.0,1.0,5.0,0.0,,,,,0.0,0.0,0.0,2.0,,,,,12.0,5.0,12.0,0.0,1.0,7.0,,,563.0,259.0,22|38,27|57,11|24,4|6,28|37,7|14,101.0,98.0,89.0,70.0,22.0,9.0,13.0,18.0
8096,2024-02-05 14:15:28,nan,10.0,1.0,4.0,0.0,,,,,0.0,0.0,1.0,1.0,,,,,10.0,2.0,11.0,1.0,0.0,4.0,,,537.0,211.0,31|60,24|61,7|23,0|6,22|28,6|12,118.0,124.0,88.0,53.0,25.0,12.0,11.0,18.0
8097,2024-02-05 14:15:30,nan,3.0,1.0,2.0,8.0,,,,,0.0,0.0,5.0,2.0,,,,,2.0,9.0,7.0,5.0,5.0,2.0,,,159.0,466.0,21|56,22|61,5|10,10|26,13|23,21|26,124.0,126.0,88.0,81.0,43.0,20.0,39.0,15.0
8098,2024-02-05 14:15:32,nan,7.0,3.0,6.0,3.0,,,,,1.0,0.0,0.0,4.0,,,,,16.0,9.0,4.0,0.0,1.0,3.0,,,569.0,178.0,27|48,18|48,12|33,2|4,34|48,17|21,101.0,99.0,86.0,77.0,21.0,20.0,8.0,23.0
8099,2024-02-05 14:15:34,nan,3.0,2.0,3.0,3.0,,,,,0.0,0.0,0.0,1.0,,,,,4.0,2.0,9.0,4.0,1.0,4.0,,,324.0,374.0,22|38,24|49,5|16,2|13,19|23,6|11,88.0,87.0,64.0,56.0,17.0,14.0,21.0,16.0
8100,2024-02-05 14:15:36,nan,2.0,0.0,2.0,4.0,,,,,0.0,0.0,1.0,1.0,,,,,3.0,3.0,3.0,2.0,1.0,2.0,,,235.0,533.0,28|48,33|60,7|19,6|11,21|33,20|30,107.0,122.0,96.0,94.0,16.0,27.0,14.0,19.0
8101,2024-02-05 14:15:37,nan,6.0,3.0,2.0,2.0,,,,,0.0,0.0,1.0,2.0,,,,,9.0,4.0,1.0,2.0,1.0,2.0,,,207.0,258.0,42|70,20|56,8|19,2|10,20|25,11|18,123.0,127.0,110.0,94.0,48.0,38.0,20.0,21.0
8102,2024-02-05 14:15:39,nan,6.0,5.0,5.0,3.0,,,,,0.0,0.0,0.0,0.0,,,,,8.0,7.0,8.0,7.0,4.0,6.0,,,211.0,460.0,24|53,24|41,6|20,5|12,13|14,9|14,101.0,109.0,74.0,68.0,32.0,24.0,27.0,10.0
8103,2024-02-05 14:15:41,nan,2.0,6.0,3.0,6.0,,,,,0.0,0.0,2.0,2.0,,,,,8.0,8.0,5.0,6.0,2.0,4.0,,,309.0,290.0,34|67,39|67,3|10,10|28,19|33,31|43,144.0,139.0,81.0,107.0,20.0,23.0,19.0,18.0
8104,2024-02-05 14:15:43,nan,5.0,4.0,7.0,3.0,,,,,1.0,0.0,0.0,2.0,,,,,12.0,7.0,4.0,5.0,3.0,3.0,,,575.0,188.0,27|47,19|47,9|19,2|7,19|31,17|23,123.0,103.0,88.0,97.0,17.0,21.0,13.0,26.0
8105,2024-02-05 14:15:45,nan,5.0,2.0,11.0,4.0,,,,,0.0,0.0,0.0,1.0,,,,,14.0,6.0,10.0,1.0,1.0,6.0,,,201.0,300.0,29|59,69|96,7|14,6|15,29|42,18|21,133.0,150.0,140.0,88.0,51.0,31.0,31.0,23.0
8106,2024-02-05 14:15:47,nan,4.0,4.0,4.0,3.0,,,,,1.0,0.0,0.0,2.0,,,,,8.0,9.0,7.0,4.0,3.0,5.0,,,244.0,423.0,34|55,11|34,9|22,2|9,21|31,13|18,111.0,107.0,83.0,80.0,31.0,16.0,9.0,15.0
8116,2024-02-05 14:16:05,nan,4.0,4.0,1.0,4.0,1.0,0.0,,,,,,,,,,,3.0,7.0,6.0,7.0,7.0,3.0,0.12,0.29,339.0,254.0,24|56,27|56,3|19,6|18,4|10,5|6,135.0,125.0,45.0,53.0,13.0,25.0,18.0,14.0
8119,2024-02-05 14:16:11,nan,1.0,4.0,2.0,6.0,0.0,1.0,,,,,1.0,2.0,1.0,2.0,,,4.0,7.0,3.0,5.0,1.0,2.0,,,219.0,385.0,27|86,32|62,4|14,6|31,4|14,6|11,165.0,160.0,41.0,48.0,12.0,17.0,29.0,13.0
8133,2024-02-05 14:16:38,nan,9.0,9.0,2.0,5.0,5.0,1.0,4.0,1.0,2.0,1.0,,,,,,,14.0,9.0,1.0,7.0,1.0,3.0,0.49,0.18,201.0,228.0,32|74,29|83,4|12,8|24,4|14,4|8,159.0,153.0,53.0,57.0,29.0,24.0,22.0,19.0
8145,2024-02-05 14:17:00,nan,4.0,9.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,,,8.0,13.0,4.0,4.0,1.0,2.0,-0.55,0.91,254.0,595.0,27|52,42|71,4|22,6|28,8|21,2|8,136.0,140.0,40.0,52.0,11.0,16.0,40.0,17.0
8146,2024-02-05 14:17:02,nan,7.0,5.0,5.0,1.0,4.0,3.0,3.0,2.0,,,,,,,,,11.0,8.0,6.0,2.0,4.0,4.0,,,206.0,448.0,17|51,51|81,4|16,5|18,6|16,14|27,144.0,148.0,54.0,72.0,17.0,24.0,17.0,30.0
8151,2024-02-05 14:17:11,nan,7.0,4.0,2.0,3.0,0.0,7.0,0.0,2.0,,,0.0,6.0,0.0,4.0,0.0,3.0,7.0,14.0,5.0,3.0,3.0,3.0,-1.85,0.29,371.0,286.0,36|63,30|69,6|28,3|7,11|21,14|17,180.0,142.0,48.0,62.0,9.0,13.0,4.0,26.0
8152,2024-02-05 14:17:13,nan,5.0,9.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,6.0,3.0,4.0,11.0,,,,,289.0,144.0,27|59,24|67,7|25,3|18,2|10,8|17,156.0,161.0,56.0,58.0,24.0,25.0,24.0,26.0
8205,2024-02-05 14:18:53,nan,6.0,8.0,0.0,3.0,3.0,2.0,2.0,2.0,,,2.0,0.0,1.0,0.0,1.0,0.0,11.0,13.0,5.0,5.0,6.0,4.0,,,328.0,516.0,25|54,19|54,2|8,8|19,8|14,9|13,144.0,135.0,39.0,44.0,8.0,10.0,11.0,13.0
8206,2024-02-05 14:18:55,nan,2.0,10.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,1.0,2.0,15.0,3.0,6.0,4.0,0.0,,,266.0,417.0,32|68,39|64,1|15,8|37,7|11,6|18,148.0,143.0,52.0,50.0,14.0,16.0,23.0,20.0
8207,2024-02-05 14:18:57,nan,8.0,1.0,6.0,0.0,3.0,0.0,,,,,,,,,,,11.0,3.0,8.0,2.0,4.0,3.0,,,394.0,316.0,29|60,22|43,8|28,1|8,8|16,3|9,137.0,133.0,57.0,45.0,18.0,12.0,7.0,19.0
8208,2024-02-05 14:18:59,nan,7.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,,,0.0,1.0,0.0,1.0,,,10.0,4.0,2.0,6.0,3.0,1.0,,,369.0,336.0,41|80,26|62,7|30,0|10,8|16,10|19,165.0,151.0,50.0,48.0,7.0,14.0,19.0,22.0
8209,2024-02-05 14:19:00,nan,6.0,4.0,8.0,3.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,12.0,7.0,4.0,2.0,0.0,1.0,,,453.0,287.0,29|56,32|58,5|23,3|10,6|13,12|18,117.0,111.0,44.0,45.0,10.0,6.0,12.0,16.0
8210,2024-02-05 14:19:03,nan,8.0,7.0,5.0,2.0,1.0,5.0,0.0,4.0,,,0.0,1.0,0.0,1.0,,,9.0,13.0,6.0,5.0,6.0,1.0,,,323.0,340.0,21|49,21|38,8|21,6|15,9|22,8|18,133.0,103.0,54.0,63.0,13.0,20.0,10.0,21.0
8211,2024-02-05 14:19:04,nan,12.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,,,,,,,19.0,3.0,4.0,5.0,4.0,2.0,,,429.0,288.0,22|36,17|58,11|48,0|3,12|21,16|30,153.0,126.0,53.0,40.0,11.0,5.0,4.0,36.0
8212,2024-02-05 14:19:06,nan,3.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0,,,,,,,,,5.0,7.0,4.0,6.0,3.0,2.0,,,194.0,550.0,14|40,38|62,2|11,6|19,8|21,5|17,130.0,156.0,61.0,57.0,14.0,14.0,17.0,9.0
8213,2024-02-05 14:19:08,nan,1.0,4.0,4.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,,,,,,,4.0,10.0,3.0,6.0,5.0,1.0,,,322.0,413.0,21|64,28|53,1|9,4|21,5|7,11|22,132.0,152.0,47.0,44.0,6.0,13.0,22.0,7.0
8214,2024-02-05 14:19:10,nan,3.0,8.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,2.0,9.0,4.0,5.0,3.0,1.0,,,397.0,397.0,16|50,36|75,5|18,4|13,4|9,4|8,150.0,127.0,47.0,39.0,16.0,12.0,13.0,24.0
8215,2024-02-05 14:19:12,nan,4.0,7.0,3.0,3.0,3.0,0.0,2.0,0.0,,,,,,,,,9.0,10.0,3.0,3.0,2.0,4.0,,,419.0,184.0,22|74,15|74,5|15,7|18,8|18,8|16,194.0,194.0,63.0,64.0,26.0,25.0,16.0,14.0
8216,2024-02-05 14:19:14,nan,6.0,3.0,5.0,4.0,3.0,2.0,3.0,1.0,,,1.0,0.0,1.0,0.0,,,11.0,8.0,3.0,2.0,2.0,3.0,,,283.0,466.0,31|56,25|53,7|22,3|10,13|18,13|19,144.0,149.0,60.0,48.0,17.0,6.0,7.0,17.0
8217,2024-02-05 14:19:16,nan,3.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,,,3.0,1.0,3.0,1.0,,,10.0,8.0,3.0,4.0,4.0,3.0,,,463.0,221.0,33|72,24|77,2|17,7|21,5|13,4|9,158.0,170.0,56.0,51.0,32.0,21.0,24.0,21.0
8218,2024-02-05 14:19:18,nan,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,5.0,7.0,2.0,4.0,3.0,1.0,,,108.0,553.0,10|50,28|55,4|8,14|41,8|11,15|24,127.0,170.0,48.0,56.0,20.0,27.0,55.0,9.0
8219,2024-02-05 14:19:20,nan,7.0,6.0,7.0,5.0,1.0,3.0,,,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,6.0,12.0,11.0,4.0,1.0,1.0,,,441.0,406.0,28|49,17|42,3|16,4|20,7|20,13|19,138.0,123.0,30.0,60.0,9.0,8.0,22.0,18.0
8220,2024-02-05 14:19:22,nan,5.0,2.0,7.0,2.0,0.0,1.0,0.0,1.0,,,1.0,0.0,1.0,0.0,,,8.0,5.0,7.0,1.0,2.0,3.0,,,454.0,279.0,29|63,11|57,7|30,3|13,4|10,3|8,155.0,136.0,57.0,35.0,29.0,12.0,12.0,32.0
8221,2024-02-05 14:19:24,nan,6.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,8.0,7.0,9.0,4.0,2.0,6.0,,,392.0,211.0,37|75,17|52,7|32,2|11,12|22,5|17,168.0,146.0,50.0,59.0,14.0,20.0,14.0,34.0
8222,2024-02-05 14:19:26,nan,9.0,3.0,5.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,13.0,3.0,9.0,5.0,2.0,7.0,,,438.0,416.0,46|80,25|59,8|26,2|19,9|24,10|15,142.0,142.0,49.0,51.0,19.0,15.0,19.0,30.0
8223,2024-02-05 14:19:28,nan,2.0,5.0,3.0,6.0,3.0,1.0,1.0,0.0,,,0.0,2.0,0.0,2.0,,,6.0,10.0,5.0,3.0,1.0,0.0,,,442.0,184.0,45|84,27|52,6|23,7|14,5|10,5|8,156.0,138.0,48.0,57.0,20.0,30.0,12.0,21.0
8224,2024-02-05 14:19:30,nan,1.0,5.0,5.0,2.0,0.0,2.0,0.0,1.0,,,,,,,,,1.0,5.0,8.0,5.0,1.0,3.0,,,264.0,678.0,28|51,32|53,3|10,5|25,6|12,11|22,134.0,145.0,49.0,45.0,10.0,8.0,33.0,9.0
8225,2024-02-05 14:19:31,nan,3.0,6.0,1.0,6.0,4.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,10.0,6.0,3.0,6.0,0.0,4.0,,,754.0,227.0,29|52,26|65,2|9,3|12,7|19,4|8,153.0,135.0,46.0,53.0,19.0,21.0,13.0,12.0
8226,2024-02-05 14:19:33,nan,11.0,3.0,6.0,1.0,2.0,4.0,2.0,3.0,,,0.0,1.0,0.0,1.0,,,14.0,9.0,6.0,0.0,4.0,2.0,,,335.0,349.0,20|61,27|100,6|22,1|6,6|15,6|10,186.0,182.0,76.0,68.0,48.0,34.0,14.0,23.0
8227,2024-02-05 14:19:36,nan,9.0,2.0,4.0,3.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,,,10.0,6.0,7.0,2.0,2.0,4.0,,,362.0,185.0,34|84,22|86,8|27,2|12,3|7,6|14,173.0,169.0,58.0,53.0,28.0,21.0,13.0,26.0
8236,2024-02-05 14:19:52,nan,1.0,6.0,2.0,4.0,2.0,3.0,1.0,1.0,,,0.0,2.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,10.0,4.0,0.0,,,232.0,513.0,21|59,61|94,3|11,6|24,5|13,7|21,154.0,177.0,59.0,63.0,15.0,25.0,21.0,10.0
8237,2024-02-05 14:19:55,nan,3.0,13.0,0.0,11.0,1.0,7.0,1.0,6.0,0.0,3.0,,,,,,,4.0,26.0,1.0,7.0,8.0,1.0,,,161.0,500.0,35|62,29|40,4|14,7|31,7|14,22|32,124.0,120.0,51.0,58.0,18.0,8.0,28.0,13.0
8283,2024-02-05 14:21:22,nan,6.0,9.0,4.0,3.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,,,9.0,10.0,5.0,7.0,4.0,3.0,,,318.0,342.0,30|54,30|48,4|15,14|32,20|26,10|15,127.0,124.0,58.0,59.0,14.0,15.0,21.0,12.0
8284,2024-02-05 14:21:24,nan,2.0,3.0,4.0,2.0,0.0,2.0,0.0,2.0,,,2.0,0.0,1.0,0.0,1.0,0.0,4.0,5.0,7.0,3.0,3.0,3.0,,,294.0,354.0,27|67,21|50,2|8,3|23,3|17,5|15,143.0,146.0,52.0,54.0,8.0,9.0,27.0,7.0
8285,2024-02-05 14:21:26,nan,8.0,3.0,4.0,5.0,2.0,4.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,,,12.0,9.0,5.0,4.0,3.0,4.0,,,356.0,411.0,36|69,21|55,4|19,6|20,6|13,7|11,118.0,134.0,47.0,42.0,18.0,14.0,14.0,14.0
8286,2024-02-05 14:21:28,nan,3.0,8.0,3.0,5.0,0.0,4.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,,,4.0,9.0,6.0,8.0,3.0,4.0,,,346.0,284.0,28|58,32|63,4|35,8|19,11|23,8|19,176.0,152.0,66.0,60.0,23.0,24.0,24.0,31.0
