,cut_date,minute,shots_off_target_1,shots_off_target_2,blocked_shots_1,blocked_shots_2,bi_ chances_1,bi_ chances_2,big_chances_missed_1,big_chances_missed_2,hit_woodwork_1,hit_woodwork_2,counter_attacks_1,counter_attacks_2,counter_attack_shots_1,counter_attack_shots_2,counter_attack_goals_1,counter_attack_goals_2,shots_inside_box_1,shots_inside_box_2,shots_outside_box_1,shots_outside_box_2,goalkeeper_saves_1,goalkeeper_saves_2,goals_prevented_1,goals_prevented_2,accurate_passes_1,accurate_passes_2,long_balls_1,long_balls_2,Crosses_1,Crosses_2,Dribbles_1,Dribbles_2,Possession_lost_1,Possession_lost_2,Duels_won_1,Duels_won_2,Aerials_won_1,Aerials_won_2,Clearances_1,Clearances_2
17777,2024-02-04 12:02:27,nan,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,5.0,9.0,3.0,3.0,2.0,3.0,,,143.0,695.0,23|58,17|36,2|2,4|23,3|6,12|18,121.0,135.0,35.0,50.0,9.0,10.0,21.0,5.0
17778,2024-02-04 12:02:29,nan,6.0,6.0,3.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,,,6.0,8.0,6.0,4.0,3.0,2.0,,,316.0,279.0,37|58,36|73,3|23,2|10,6|10,3|9,146.0,146.0,59.0,46.0,10.0,15.0,17.0,19.0
17779,2024-02-04 12:02:31,nan,4.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,7.0,9.0,3.0,3.0,4.0,1.0,,,549.0,279.0,27|46,29|49,3|12,5|14,10|14,4|16,123.0,122.0,66.0,35.0,10.0,12.0,16.0,20.0
17802,2024-02-03 15:07:04,nan,6.0,8.0,1.0,6.0,0.0,5.0,0.0,3.0,,,,,,,,,1.0,17.0,6.0,10.0,7.0,0.0,,,105.0,527.0,16|48,39|56,1|13,6|23,6|7,11|21,123.0,122.0,38.0,48.0,7.0,10.0,23.0,17.0
17803,2024-02-03 15:07:05,nan,5.0,6.0,2.0,5.0,1.0,2.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,5.0,12.0,7.0,4.0,5.0,5.0,,,324.0,748.0,25|85,32|77,1|12,11|42,6|10,7|15,192.0,197.0,54.0,52.0,13.0,20.0,30.0,24.0
17804,2024-02-03 15:07:07,nan,5.0,6.0,4.0,7.0,1.0,1.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,6.0,12.0,7.0,3.0,0.0,3.0,,,122.0,386.0,26|77,16|43,4|15,6|34,8|13,9|14,127.0,152.0,43.0,43.0,6.0,11.0,35.0,13.0
17833,2024-02-03 15:07:51,nan,5.0,8.0,5.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,9.0,10.0,9.0,1.0,2.0,5.0,,,521.0,531.0,27|66,35|76,3|14,4|12,5|9,11|24,169.0,172.0,63.0,53.0,20.0,15.0,10.0,17.0
17836,2024-02-03 15:07:57,nan,5.0,12.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,15.0,4.0,5.0,2.0,3.0,,,69.0,500.0,12|51,36|70,4|9,6|39,2|8,15|22,141.0,171.0,25.0,53.0,7.0,13.0,37.0,7.0
17837,2024-02-03 15:07:58,nan,0.0,5.0,1.0,7.0,0.0,6.0,0.0,3.0,,,1.0,1.0,1.0,1.0,,,1.0,11.0,1.0,8.0,2.0,1.0,,,145.0,630.0,19|55,57|70,1|2,4|28,7|10,16|27,125.0,143.0,51.0,49.0,9.0,8.0,23.0,2.0
17864,2024-02-03 15:08:42,nan,8.0,7.0,5.0,5.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,10.0,11.0,6.0,7.0,4.0,3.0,,,333.0,395.0,44|109,46|117,6|20,5|22,5|16,11|20,222.0,222.0,62.0,67.0,15.0,15.0,22.0,25.0
17869,2024-02-03 15:08:50,nan,11.0,2.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,,,13.0,6.0,5.0,2.0,2.0,4.0,,,462.0,300.0,29|52,15|61,5|18,0|6,5|13,13|24,120.0,122.0,44.0,58.0,14.0,14.0,17.0,21.0
17877,2024-02-03 15:09:03,nan,1.0,8.0,0.0,2.0,1.0,22.0,1.0,11.0,0.0,3.0,1.0,0.0,1.0,0.0,,,1.0,30.0,2.0,5.0,12.0,2.0,,,196.0,572.0,24|64,35|51,0|3,4|21,9|11,17|25,127.0,129.0,45.0,51.0,4.0,11.0,26.0,4.0
17878,2024-02-03 15:09:04,nan,3.0,8.0,2.0,3.0,0.0,5.0,0.0,1.0,,,,,,,,,4.0,12.0,3.0,11.0,8.0,2.0,,,123.0,545.0,21|74,37|59,3|8,9|23,2|6,19|36,155.0,158.0,39.0,55.0,3.0,9.0,23.0,7.0
17879,2024-02-03 15:09:06,nan,1.0,9.0,1.0,6.0,0.0,3.0,0.0,2.0,0.0,3.0,,,,,,,1.0,11.0,1.0,10.0,5.0,0.0,,,105.0,405.0,30|76,31|51,1|6,7|24,0|4,6|13,128.0,118.0,33.0,32.0,14.0,11.0,17.0,13.0
17905,2024-02-03 15:09:49,nan,1.0,12.0,2.0,4.0,1.0,20.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,,,1.0,32.0,4.0,8.0,11.0,1.0,,,170.0,525.0,24|58,40|45,0|2,6|19,8|12,23|33,106.0,87.0,37.0,52.0,3.0,8.0,16.0,4.0
17906,2024-02-03 15:09:50,nan,1.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,3.0,10.0,2.0,4.0,2.0,1.0,,,203.0,608.0,20|57,11|33,2|8,5|17,7|9,10|18,93.0,112.0,51.0,44.0,12.0,13.0,22.0,7.0
17916,2024-02-03 15:10:06,nan,7.0,5.0,2.0,6.0,2.0,3.0,1.0,2.0,,,,,,,,,9.0,10.0,7.0,8.0,5.0,5.0,,,197.0,479.0,18|52,13|49,2|15,4|18,8|14,10|17,140.0,143.0,46.0,44.0,11.0,9.0,20.0,17.0
17917,2024-02-03 15:10:08,nan,8.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,,,,,,13.0,4.0,9.0,3.0,1.0,5.0,,,666.0,343.0,19|34,24|44,5|16,3|11,15|26,4|11,108.0,109.0,58.0,42.0,6.0,3.0,13.0,22.0
17918,2024-02-03 15:10:09,nan,6.0,0.0,3.0,2.0,4.0,0.0,2.0,0.0,,,3.0,0.0,3.0,0.0,,,8.0,2.0,6.0,1.0,1.0,2.0,,,278.0,532.0,35|86,32|64,8|15,1|9,6|15,7|22,150.0,166.0,56.0,48.0,19.0,13.0,16.0,16.0
17919,2024-02-03 15:10:11,nan,4.0,3.0,4.0,3.0,0.0,2.0,,,0.0,2.0,,,,,,,7.0,6.0,3.0,6.0,3.0,1.0,,,339.0,473.0,18|46,27|63,2|8,2|24,5|10,7|13,129.0,149.0,39.0,34.0,12.0,9.0,25.0,14.0
17924,2024-02-03 15:10:18,nan,3.0,7.0,3.0,18.0,2.0,1.0,1.0,1.0,0.0,1.0,,,,,,,8.0,19.0,6.0,14.0,4.0,5.0,,,224.0,465.0,28|62,36|79,3|8,10|31,2|7,9|17,149.0,170.0,46.0,56.0,21.0,16.0,38.0,14.0
17926,2024-02-03 15:10:22,nan,5.0,9.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,,,6.0,13.0,2.0,13.0,8.0,0.0,,,403.0,651.0,47|83,25|54,3|14,5|32,7|15,8|26,156.0,172.0,58.0,50.0,12.0,12.0,29.0,13.0
17928,2024-02-03 15:10:25,nan,7.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,,,0.0,2.0,0.0,1.0,0.0,1.0,4.0,6.0,9.0,4.0,2.0,2.0,,,450.0,251.0,33|61,21|55,5|25,1|9,5|16,4|9,147.0,134.0,45.0,59.0,11.0,17.0,10.0,23.0
17930,2024-02-03 15:10:28,nan,5.0,8.0,3.0,12.0,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,7.0,19.0,5.0,9.0,6.0,2.0,,,103.0,503.0,27|77,26|51,1|12,10|36,4|7,21|32,135.0,143.0,38.0,51.0,11.0,8.0,31.0,14.0
17979,2024-02-03 15:11:47,nan,13.0,5.0,16.0,5.0,2.0,2.0,2.0,2.0,,,1.0,0.0,1.0,0.0,,,22.0,4.0,15.0,10.0,4.0,8.0,,,594.0,360.0,78|103,39|74,3|33,3|11,20|32,9|18,178.0,158.0,67.0,71.0,17.0,24.0,18.0,41.0
17988,2024-02-03 15:12:01,nan,3.0,7.0,1.0,9.0,0.0,2.0,,,,,,,,,,,2.0,13.0,6.0,9.0,2.0,4.0,,,156.0,614.0,25|65,30|53,2|10,6|20,6|9,14|24,132.0,143.0,47.0,53.0,8.0,10.0,18.0,7.0
17989,2024-02-03 15:12:03,nan,2.0,4.0,0.0,2.0,0.0,6.0,0.0,3.0,,,0.0,2.0,0.0,1.0,0.0,1.0,0.0,11.0,3.0,8.0,8.0,1.0,,,117.0,569.0,20|61,34|61,0|8,1|15,3|7,15|20,126.0,135.0,21.0,48.0,5.0,8.0,20.0,10.0
17990,2024-02-03 15:12:04,nan,9.0,6.0,1.0,4.0,,,,,0.0,3.0,1.0,0.0,1.0,0.0,,,3.0,12.0,9.0,2.0,1.0,2.0,,,321.0,365.0,46|79,20|55,5|19,4|12,7|17,7|17,157.0,149.0,58.0,52.0,6.0,11.0,7.0,21.0
17996,2024-02-03 15:12:13,nan,2.0,10.0,4.0,3.0,0.0,11.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,,,4.0,25.0,5.0,4.0,6.0,3.0,,,197.0,400.0,15|52,30|40,2|7,8|24,5|14,16|23,126.0,127.0,47.0,53.0,6.0,12.0,32.0,7.0
17998,2024-02-03 15:12:16,nan,8.0,9.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,,,19.0,12.0,5.0,6.0,2.0,11.0,,,514.0,408.0,38|84,30|77,16|46,6|15,9|23,7|18,208.0,177.0,74.0,60.0,32.0,16.0,19.0,47.0
18082,2024-02-03 15:14:28,nan,5.0,4.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,,,6.0,6.0,9.0,3.0,2.0,3.0,-0.52,-0.33,299.0,189.0,40|101,23|65,6|26,3|8,4|12,7|16,189.0,169.0,60.0,65.0,25.0,33.0,14.0,32.0
18087,2024-02-03 15:14:35,nan,2.0,4.0,2.0,6.0,1.0,0.0,,,0.0,1.0,,,,,,,5.0,6.0,1.0,5.0,1.0,1.0,0.03,-0.29,457.0,473.0,25|44,15|34,1|10,3|18,15|25,9|14,129.0,114.0,41.0,45.0,5.0,8.0,18.0,16.0
18089,2024-02-03 15:14:38,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18090,2024-02-03 15:14:40,nan,2.0,15.0,0.0,7.0,1.0,2.0,1.0,1.0,,,,,,,,,2.0,21.0,1.0,18.0,12.0,0.0,,,217.0,507.0,23|70,37|64,1|9,7|22,11|17,13|22,155.0,154.0,51.0,49.0,12.0,18.0,27.0,7.0
18101,2024-02-03 15:14:56,nan,3.0,3.0,3.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,,,,,,,5.0,10.0,4.0,3.0,4.0,1.0,0.02,-1.67,468.0,384.0,12|45,23|60,2|12,3|17,12|27,15|19,132.0,144.0,39.0,65.0,5.0,16.0,27.0,17.0
18102,2024-02-03 15:14:58,nan,5.0,3.0,6.0,2.0,0.0,1.0,0.0,1.0,,,2.0,0.0,2.0,0.0,,,13.0,4.0,8.0,3.0,2.0,6.0,0.08,-0.76,695.0,239.0,30|45,21|49,2|18,3|9,18|38,8|17,125.0,112.0,53.0,60.0,6.0,9.0,9.0,22.0
18103,2024-02-03 15:14:59,nan,4.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,,,6.0,5.0,4.0,6.0,5.0,1.0,1.04,0.98,628.0,296.0,25|40,10|31,6|19,1|10,13|17,15|23,116.0,114.0,48.0,50.0,8.0,11.0,14.0,19.0
18104,2024-02-03 15:15:01,nan,4.0,5.0,3.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,9.0,9.0,4.0,4.0,3.0,3.0,,,346.0,461.0,15|50,25|53,4|15,5|14,9|15,5|13,127.0,134.0,40.0,48.0,13.0,22.0,21.0,9.0
18186,2024-02-03 15:17:09,nan,8.0,5.0,7.0,2.0,1.0,0.0,1.0,0.0,,,3.0,0.0,3.0,0.0,,,9.0,6.0,9.0,6.0,4.0,2.0,0.28,0.3,260.0,357.0,22|61,29|64,4|19,4|14,10|17,7|14,160.0,141.0,58.0,49.0,19.0,20.0,21.0,27.0
18191,2024-02-03 15:17:16,nan,7.0,6.0,5.0,1.0,4.0,4.0,2.0,1.0,,,0.0,1.0,0.0,1.0,,,10.0,7.0,5.0,4.0,0.0,2.0,-0.86,-0.41,353.0,370.0,27|62,16|35,11|19,6|24,11|12,4|11,118.0,118.0,45.0,37.0,10.0,14.0,15.0,18.0
18193,2024-02-03 15:17:19,nan,6.0,4.0,9.0,0.0,,,,,,,2.0,0.0,1.0,0.0,1.0,0.0,10.0,3.0,8.0,4.0,3.0,3.0,,,325.0,231.0,27|54,28|65,7|35,3|18,11|18,2|12,138.0,126.0,58.0,49.0,13.0,11.0,15.0,35.0
18194,2024-02-03 15:17:21,nan,3.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,6.0,3.0,4.0,6.0,2.0,4.0,,,469.0,259.0,19|62,18|64,3|12,1|8,4|6,3|10,139.0,139.0,54.0,37.0,7.0,9.0,13.0,15.0
18195,2024-02-03 15:17:23,nan,5.0,8.0,6.0,4.0,1.0,2.0,0.0,2.0,,,0.0,1.0,0.0,1.0,,,11.0,9.0,5.0,7.0,3.0,2.0,,,224.0,241.0,37|77,34|89,7|20,6|19,9|11,6|16,183.0,196.0,72.0,67.0,35.0,31.0,20.0,10.0
18196,2024-02-03 15:17:24,nan,3.0,8.0,2.0,6.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,,,8.0,8.0,0.0,11.0,3.0,2.0,,,370.0,261.0,27|51,32|54,3|27,6|26,4|7,10|15,115.0,132.0,42.0,56.0,13.0,24.0,35.0,17.0
18197,2024-02-03 15:17:26,nan,6.0,6.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,,,12.0,6.0,3.0,6.0,1.0,3.0,,,375.0,250.0,35|77,17|59,7|18,2|20,11|23,10|19,169.0,173.0,63.0,55.0,24.0,14.0,20.0,22.0
18198,2024-02-03 15:17:27,nan,8.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,,,0.0,2.0,0.0,1.0,0.0,1.0,5.0,4.0,6.0,4.0,1.0,3.0,,,258.0,418.0,33|82,29|64,6|16,1|6,3|8,1|13,171.0,165.0,48.0,54.0,14.0,32.0,7.0,27.0
18237,2024-02-03 15:18:26,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18244,2024-02-03 15:18:36,nan,2.0,7.0,5.0,6.0,0.0,1.0,,,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,6.0,12.0,4.0,9.0,6.0,3.0,-0.25,0.69,281.0,461.0,13|41,15|37,3|23,3|13,11|25,10|23,149.0,132.0,52.0,70.0,11.0,21.0,17.0,19.0
18245,2024-02-03 15:18:37,nan,7.0,8.0,3.0,3.0,2.0,1.0,2.0,1.0,,,0.0,1.0,0.0,1.0,,,6.0,12.0,5.0,3.0,2.0,1.0,,,452.0,362.0,14|38,34|64,4|26,8|18,12|17,7|12,126.0,111.0,43.0,36.0,10.0,15.0,18.0,28.0
18265,2024-02-03 15:19:08,nan,9.0,8.0,6.0,8.0,2.0,4.0,1.0,3.0,0.0,3.0,,,,,,,16.0,11.0,10.0,7.0,1.0,10.0,-0.05,1.02,414.0,258.0,17|48,19|57,7|37,4|10,7|15,9|15,161.0,160.0,50.0,52.0,26.0,20.0,23.0,36.0
18266,2024-02-03 15:19:10,nan,7.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,,,,,,,6.0,4.0,5.0,0.0,0.0,3.0,-0.74,0.81,386.0,418.0,20|46,37|71,8|46,1|9,5|21,6|17,161.0,143.0,40.0,54.0,9.0,16.0,13.0,43.0
18267,2024-02-03 15:19:11,nan,4.0,6.0,3.0,2.0,3.0,0.0,1.0,0.0,,,2.0,0.0,1.0,0.0,1.0,0.0,5.0,7.0,5.0,3.0,1.0,1.0,0.21,-0.78,209.0,532.0,23|64,18|52,4|11,4|23,4|8,12|17,150.0,179.0,43.0,51.0,12.0,16.0,26.0,16.0
18268,2024-02-03 15:19:13,nan,5.0,4.0,2.0,1.0,7.0,2.0,4.0,0.0,,,0.0,4.0,0.0,3.0,0.0,1.0,12.0,6.0,4.0,4.0,2.0,5.0,0.28,1.16,504.0,339.0,38|63,22|60,9|37,1|7,4|21,6|9,160.0,132.0,43.0,49.0,19.0,12.0,7.0,44.0
18269,2024-02-03 15:19:14,nan,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,,,6.0,5.0,6.0,4.0,2.0,5.0,-1.16,-0.1,433.0,489.0,29|54,26|47,1|19,3|13,5|8,10|19,112.0,118.0,32.0,29.0,5.0,5.0,18.0,25.0
18280,2024-02-03 15:19:31,nan,6.0,8.0,6.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,,,,,,,10.0,9.0,6.0,3.0,0.0,2.0,-0.79,-1.28,450.0,265.0,35|62,26|68,4|20,3|23,5|11,3|8,153.0,156.0,53.0,45.0,26.0,17.0,31.0,25.0
18281,2024-02-03 15:19:33,nan,10.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,,,,,,,,,15.0,3.0,2.0,1.0,1.0,5.0,-0.19,0.56,500.0,214.0,27|56,27|60,7|31,1|3,9|17,3|11,148.0,121.0,52.0,44.0,17.0,20.0,7.0,38.0
18282,2024-02-03 15:19:34,nan,4.0,4.0,2.0,1.0,,,,,,,1.0,0.0,1.0,0.0,,,6.0,5.0,4.0,2.0,2.0,3.0,-0.67,-0.38,129.0,778.0,27|61,25|45,4|13,2|17,5|8,9|17,111.0,136.0,43.0,43.0,17.0,15.0,24.0,12.0
18283,2024-02-03 15:19:35,nan,6.0,3.0,7.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,,,,,,,12.0,5.0,9.0,0.0,0.0,2.0,-0.52,-3.37,680.0,339.0,25|35,21|42,4|18,1|5,9|11,2|4,83.0,82.0,27.0,20.0,4.0,3.0,9.0,21.0
18284,2024-02-03 15:19:37,nan,6.0,5.0,3.0,2.0,1.0,2.0,0.0,2.0,,,,,,,,,4.0,7.0,7.0,3.0,2.0,0.0,0.4,-0.81,201.0,407.0,13|55,20|50,3|16,3|10,2|7,8|21,153.0,147.0,44.0,57.0,11.0,25.0,14.0,25.0
18287,2024-02-03 15:19:41,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18288,2024-02-03 15:19:43,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18289,2024-02-03 15:19:44,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18290,2024-02-03 15:19:46,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18291,2024-02-03 15:19:47,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18292,2024-02-03 15:19:48,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18293,2024-02-03 15:19:50,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18294,2024-02-03 15:19:51,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18295,2024-02-03 15:19:52,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18296,2024-02-03 15:19:54,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18297,2024-02-03 15:19:55,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18298,2024-02-03 15:19:57,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18299,2024-02-03 15:19:58,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18300,2024-02-03 15:19:59,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18301,2024-02-03 15:20:01,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18302,2024-02-03 15:20:02,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18303,2024-02-03 15:20:04,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18304,2024-02-03 15:20:05,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18305,2024-02-03 15:20:07,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18306,2024-02-03 15:20:08,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18307,2024-02-03 15:20:09,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18308,2024-02-03 15:20:11,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18309,2024-02-03 15:20:13,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18310,2024-02-03 15:20:14,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18311,2024-02-03 15:20:16,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18312,2024-02-03 15:20:17,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18313,2024-02-03 15:20:18,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18314,2024-02-03 15:20:19,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18315,2024-02-03 15:20:21,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,nan,nan,,,,,,,,
18317,2024-02-03 15:20:24,nan,5.0,2.0,5.0,8.0,2.0,3.0,1.0,2.0,,,,,,,,,6.0,13.0,7.0,4.0,5.0,2.0,0.52,-0.21,167.0,438.0,20|56,35|68,4|18,6|25,13|26,10|19,153.0,176.0,63.0,59.0,17.0,20.0,21.0,16.0
18318,2024-02-03 15:20:25,nan,4.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,,,6.0,5.0,11.0,1.0,2.0,5.0,1.08,0.46,598.0,279.0,23|47,18|47,1|15,6|22,9|18,9|20,114.0,118.0,52.0,45.0,12.0,12.0,18.0,20.0
18319,2024-02-03 15:20:27,nan,2.0,3.0,1.0,3.0,,,,,,,,,,,,,1.0,7.0,4.0,2.0,3.0,2.0,0.17,0.26,176.0,568.0,32|75,28|57,0|6,5|21,3|10,5|11,134.0,141.0,57.0,42.0,20.0,16.0,22.0,11.0
18320,2024-02-03 15:20:28,nan,3.0,3.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,5.0,13.0,2.0,3.0,6.0,1.0,0.33,0.05,170.0,593.0,22|46,24|47,5|21,5|22,4|9,14|22,112.0,131.0,47.0,50.0,21.0,16.0,30.0,13.0
18321,2024-02-03 15:20:30,nan,3.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,,,,,,,,,3.0,13.0,7.0,7.0,8.0,2.0,1.16,-0.64,340.0,449.0,18|52,30|58,3|15,5|23,5|11,6|13,119.0,113.0,43.0,45.0,11.0,8.0,18.0,16.0
18322,2024-02-03 15:20:31,nan,6.0,6.0,3.0,4.0,3.0,3.0,1.0,1.0,,,1.0,0.0,1.0,0.0,,,11.0,10.0,5.0,8.0,6.0,4.0,0.25,-0.88,254.0,352.0,27|76,11|40,4|23,9|30,8|10,10|16,160.0,164.0,43.0,50.0,13.0,16.0,32.0,19.0
18323,2024-02-03 15:20:33,nan,4.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,,6.0,5.0,2.0,7.0,3.0,2.0,0.47,0.29,187.0,317.0,26|79,14|56,6|19,3|22,5|7,8|8,156.0,158.0,48.0,65.0,22.0,36.0,15.0,22.0
18324,2024-02-03 15:20:34,nan,4.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,,,1.0,0.0,1.0,0.0,,,4.0,6.0,3.0,5.0,4.0,1.0,0.51,0.28,392.0,235.0,39|87,16|68,2|16,3|20,3|10,16|24,178.0,172.0,43.0,69.0,25.0,27.0,22.0,13.0
18325,2024-02-03 15:20:36,nan,0.0,12.0,1.0,10.0,1.0,1.0,1.0,1.0,0.0,3.0,,,,,,,3.0,12.0,0.0,13.0,3.0,2.0,1.37,1.26,155.0,506.0,13|63,22|33,1|5,7|30,2|7,9|17,120.0,131.0,40.0,51.0,15.0,23.0,29.0,8.0
18326,2024-02-03 15:20:37,nan,0.0,3.0,5.0,2.0,1.0,0.0,,,,,,,,,,,6.0,4.0,4.0,5.0,3.0,2.0,-0.81,-1.59,345.0,619.0,12|40,26|52,0|11,3|15,7|15,5|8,111.0,126.0,34.0,36.0,10.0,7.0,13.0,11.0
18331,2024-02-03 15:20:45,nan,5.0,5.0,2.0,1.0,,,,,0.0,0.0,0.0,1.0,,,,,5.0,12.0,6.0,4.0,8.0,3.0,,,354.0,243.0,31|69,30|74,6|14,7|20,7|11,12|17,152.0,119.0,76.0,83.0,34.0,40.0,19.0,11.0
18351,2024-02-03 15:21:17,nan,13.0,6.0,6.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,13.0,3.0,9.0,5.0,1.0,1.0,0.03,-0.87,429.0,278.0,33|49,25|56,5|16,3|17,11|26,3|9,116.0,129.0,53.0,55.0,14.0,20.0,19.0,15.0
18352,2024-02-03 15:21:19,nan,12.0,2.0,5.0,2.0,3.0,5.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,10.0,8.0,13.0,2.0,2.0,6.0,,,381.0,386.0,10|24,25|52,6|33,4|6,13|24,3|10,135.0,130.0,45.0,52.0,8.0,11.0,9.0,30.0
